statNm,statId,chgerId,chgerType,addr,addrDetail,location,lat,lng,useTime,busiId,bnm,busiNm,busiCall,stat,statUpdDt,lastTsdt,lastTedt,nowTsdt,powerType,output,method,zcode,zscode,kind,kindDetail,parkingFree,note,limitYn,limitDetail,delYn,delDetail,trafficYn,year,floorNum,floorType,maker
창천공영주차장,ME183004,01,06,"서울특별시 마포구 노고산동 33-1, B3 28",,,37.55493,126.9389738,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,2,20260923135929,20260923131733,20260923133237,,,50,단독,11,11440,B0,B001,N,,N,,N,,N,2018,3,B,채비
스탠포드호텔코리아,ME183009,01,06,"서울특별시 마포구 상암동 월드컵북로 58길 15, 지하4층 18",,,37.5823581,126.886648,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,2,20260923135947,20260919162141,20260919170751,,,50,단독,11,11440,E0,E003,Y,,N,,N,,N,2018,1,F,채비
마포중앙도서관,ME19A164,01,04,서울특별시 마포구 성산로 128,,,37.563642399999,126.908286399,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,2,20260923140154,20260923130237,20260923134543,,,100,단독,11,11440,I0,I005,N,,N,,N,,N,2019,1,B,채비
상암1 공영주차장,ME19A245,21,04,서울특별시 마포구 성암로 197,,,37.577011200000,126.8973596,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,9,20260923140310,20260922063615,20260922065547,,,200,동시,11,11440,B0,B001,N,,N,,N,,N,2019,3,F,채비
상암1 공영주차장,ME19A245,22,04,서울특별시 마포구 성암로 197,,,37.577011200000,126.8973596,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,9,20260923140310,20260923123458,20260923130749,,,200,동시,11,11440,B0,B001,N,,N,,N,,N,2019,3,F,채비
Park M (주차복합빌딩),ME19A246,21,04,서울특별시 마포구 매봉산로 80,,,37.5783444,126.8941079,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,2,20260923140213,20260923132857,20260923135200,,,200,동시,11,11440,B0,B004,N,,N,,N,,N,2019,2,B,채비
Park M (주차복합빌딩),ME19A246,22,04,서울특별시 마포구 매봉산로 80,,,37.5783444,126.8941079,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,9,20260923140310,20260923104719,20260923111808,,,200,동시,11,11440,B0,B004,N,,N,,N,,N,2019,2,B,채비
양화진 공영주차장,ME19A265,21,04,서울특별시 마포구 토정로 2,,,37.545502369555,126.911413488,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,2,20260923140219,20260923112415,20260923114659,,,200,동시,11,11440,B0,B001,N,,N,,N,,N,2019,1,F,채비
양화진 공영주차장,ME19A265,22,04,서울특별시 마포구 토정로 2,,,37.545502369555,126.911413488,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,9,20260923140310,20260923063401,20260923071409,,,200,동시,11,11440,B0,B001,N,,N,,N,,N,2019,1,F,채비
망원동 공영주차장1,ME19A601,21,04,서울특별시 마포구 동교로1길 39,,,37.55503247,126.89778505,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,3,20260923140332,20260923112642,20260923120533,20260923133501,,200,동시,11,11440,B0,B001,N,,N,,N,,N,2020,1,F,채비
망원동 공영주차장1,ME19A601,22,04,서울특별시 마포구 동교로1길 39,,,37.55503247,126.89778505,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,2,20260923140210,20260923065359,20260923073145,,,200,동시,11,11440,B0,B001,N,,N,,N,,N,2020,1,F,채비
망원동 공영주차장1,ME19A601,23,04,서울특별시 마포구 동교로1길 39,,,37.55503247,126.89778505,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,3,20260923140329,20260922203027,20260922211033,20260923134510,,200,동시,11,11440,B0,B001,N,,N,,N,,N,2019,1,F,채비
망원동 공영주차장1,ME19A601,24,04,서울특별시 마포구 동교로1길 39,,,37.55503247,126.89778505,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,2,20260923140214,20260923132652,20260923134858,,,200,동시,11,11440,B0,B001,N,,N,,N,,N,2019,1,F,채비
망원동 공영주차장1,ME19A601,25,04,서울특별시 마포구 동교로1길 39,,,37.55503247,126.89778505,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,9,20260923140310,20260922132926,20260922135354,,,200,동시,11,11440,B0,B001,N,,N,,N,,N,2019,1,F,채비
망원동 공영주차장1,ME19A601,26,04,서울특별시 마포구 동교로1길 39,,,37.55503247,126.89778505,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,9,20260923140310,20260922185509,20260922193618,,,200,동시,11,11440,B0,B001,N,,N,,N,,N,2019,1,F,채비
마포구청,ME20A409,21,04,서울특별시 마포구 월드컵로 212,,,37.567121,126.9017038,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,3,20260923140119,20260922210011,20260922214011,20260923135115,,200,동시,11,11440,A0,A001,N,,N,,N,,N,2020,1,F,시그넷
마포구청,ME20A409,22,04,서울특별시 마포구 월드컵로 212,,,37.567121,126.9017038,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,2,20260923140208,20260923093109,20260923101109,,,200,동시,11,11440,A0,A001,N,,N,,N,,N,2020,1,F,시그넷
마포구청,ME20A409,23,04,서울특별시 마포구 월드컵로 212,,,37.567121,126.9017038,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,9,20260920232810,20260920175252,20260920183252,,,200,동시,11,11440,A0,A001,N,,N,,N,,N,2020,1,F,시그넷
마포구청,ME20A409,24,04,서울특별시 마포구 월드컵로 212,,,37.567121,126.9017038,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,9,20260920232810,20260920183006,20260920191006,,,200,동시,11,11440,A0,A001,N,,N,,N,,N,2020,1,F,시그넷
서울마포경찰서,ME21B180,01,04,서울특별시 마포구 마포대로 183,,,37.5507749,126.9545677,09:00 ~ 18:00,ME,기후에너지환경부,기후에너지환경부,1661-9408,2,20260923134958,20260923105236,20260923113109,,,100,단독,11,11440,I0,I004,Y,,N,,N,,N,2021,1,F,채비
마포소금나루도서관,ME21B412,01,04,서울특별시 마포구 염리동 61-4,,,37.5495525,126.9460746,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,2,20260923140230,20260918063958,20260918065345,,,100,단독,11,11440,I0,I005,N,,N,,N,,N,2021,1,F,채비
마포소금나루도서관,ME21B412,02,04,서울특별시 마포구 염리동 61-4,,,37.5495525,126.9460746,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,2,20260923140221,20260921202630,20260921205907,,,100,단독,11,11440,I0,I005,N,,N,,N,,N,2021,1,F,채비
마포소금나루도서관,ME21B412,03,04,서울특별시 마포구 염리동 61-4,,,37.5495525,126.9460746,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,9,20260923140310,20260921193920,20260921201927,,,100,단독,11,11440,I0,I005,N,,N,,N,,N,2021,1,F,채비
마포소금나루도서관,ME21B412,04,04,서울특별시 마포구 염리동 61-4,,,37.5495525,126.9460746,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,9,20260923140310,20260921165658,20260921171310,,,100,단독,11,11440,I0,I005,N,,N,,N,,N,2021,1,F,채비
시설관리공단 마포유수지주차장,ME21D048,01,06,서울특별시 마포구 마포대로1길 19,지상주차장,,37.5394705,126.9430773,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,2,20260923140145,20260922154731,20260922162457,,,100,단독,11,11440,B0,B001,N,,N,,N,,N,2021,1,F,채비
마포구 상암1공영주차장,BNBN0843,01,04,서울특별시 마포구 성암로 197,,,37.5771432,126.8971993,~,BN,블루네트웍스,블루네트웍스,1833-9131,3,20260923133009,20260923115947,20260923122223,20260923115947,,100,동시,11,11440,B0,B001,N,,N,시설 상황에 따라 이용이 제한될 수 있음,N,,N,2023,1,F,블루네트웍스
마포구 상암1공영주차장,BNBN0843,02,04,서울특별시 마포구 성암로 197,,,37.5771432,126.8971993,~,BN,블루네트웍스,블루네트웍스,1833-9131,2,20260923135108,20260923115947,20260923122223,,,100,동시,11,11440,B0,B001,N,,N,시설 상황에 따라 이용이 제한될 수 있음,N,,N,2023,1,F,블루네트웍스
극동방송,CSSGI019,01,04,서울특별시 마포구 와우산로 56,주차장,,37.54966,126.92323,24시간 이용가능,CS,한국EV충전서비스센터,한국EV충전서비스센터,1600-2213,2,20260921174419,20260917084447,20260921174419,,,100,동시,11,11440,E0,E005,Y,,N,,N,,N,2025,0,F,
염리공영주차장,CV000887,01,04,서울특별시 마포구 큰우물로 61,"(염리동, 염리 제2공영주차장)",지상2층 주차장 우측 5M,37.541994,126.945208,09:00~18:00,CV,채비,채비,1522-2573,2,20260922101521,20260922091712,20260922101127,,,100,동시,11,11440,B0,B001,N,,N,,N,,N,2021,2,F,채비
염리공영주차장,CV000887,02,04,서울특별시 마포구 큰우물로 61,"(염리동, 염리 제2공영주차장)",지상2층 주차장 우측 5M,37.541994,126.945208,09:00~18:00,CV,채비,채비,1522-2573,2,20260923130021,20260923123410,20260923125827,,,100,동시,11,11440,B0,B001,N,,N,,N,,N,2021,2,F,채비
염리공영주차장,CV000887,03,04,서울특별시 마포구 큰우물로 61,"(염리동, 염리 제2공영주차장)",지상2층 주차장 우측 5M,37.541994,126.945208,09:00~18:00,CV,채비,채비,1522-2573,2,20260923102019,20260923093213,20260923101836,,,100,동시,11,11440,B0,B001,N,,N,,N,,N,2021,2,F,채비
염리공영주차장,CV000887,04,04,서울특별시 마포구 큰우물로 61,"(염리동, 염리 제2공영주차장)",지상2층 주차장 우측 5M,37.541994,126.945208,09:00~18:00,CV,채비,채비,1522-2573,2,20260922213519,20260922205919,20260922213107,,,100,동시,11,11440,B0,B001,N,,N,,N,,N,2021,2,F,채비
염리공영주차장,CV000887,05,06,서울특별시 마포구 큰우물로 61,"(염리동, 염리 제2공영주차장)",지상2층 주차장 우측 5M,37.541994,126.945208,09:00~18:00,CV,채비,채비,1522-2573,2,20260923075520,20260923065408,20260923075409,,,50,단독,11,11440,B0,B001,N,,N,,N,,N,2021,2,F,채비
염리동종합사회복지관,CV000995,01,06,서울특별시 마포구 대흥로24길 50,"(염리동, 염리종합사회복지관)",지하1층 주차장 입구전방 10M,37.554589,126.948761,24시간 이용가능,CV,채비,채비,1522-2573,2,20260923115520,20260923110037,20260923115232,,,100,단독,11,11440,A0,A004,Y,주차료는 운영사 기준이며 실제와 다를 수 있습니다. 방문 전 확인바랍니다.,N,,N,,N,2021,1,B,채비
서울신용보증재단,CV001918,01,04,서울특별시 마포구 마포대로 163,"(공덕동, 서울신용보증재단)",지상1층 주차장 입구좌측,37.548797,126.953893,09:00~18:00,CV,채비,채비,1522-2573,2,20260923133029,20260923122558,20260923132600,,,100,동시,11,11440,H0,H003,Y,주차료는 운영사 기준이며 실제와 다를 수 있습니다. 방문 전 확인바랍니다.,N,,N,,N,2023,1,F,채비
서울신용보증재단,CV001918,02,04,서울특별시 마포구 마포대로 163,"(공덕동, 서울신용보증재단)",지상1층 주차장 입구좌측,37.548797,126.953893,09:00~18:00,CV,채비,채비,1522-2573,2,20260923130030,20260923125235,20260923125651,,,100,동시,11,11440,H0,H003,Y,주차료는 운영사 기준이며 실제와 다를 수 있습니다. 방문 전 확인바랍니다.,N,,N,,N,2023,1,F,채비
채비스테이 마포성산,CV004075,01,04,서울특별시 마포구 월드컵북로 137,"(성산동, 채비스테이 마포성산)",지상1층 주차장,37.565001,126.911488,24시간 이용가능,CV,채비,채비,1522-2573,2,20260923135552,20260923132432,20260923135104,,,100,동시,11,11440,E0,E005,Y,화장실 : 건물내 화장실 24시간 이용가능,N,,N,,N,2024,1,F,채비
채비스테이 마포성산,CV004075,02,04,서울특별시 마포구 월드컵북로 137,"(성산동, 채비스테이 마포성산)",지상1층 주차장,37.565001,126.911488,24시간 이용가능,CV,채비,채비,1522-2573,2,20260923110056,20260923095842,20260923105844,,,100,동시,11,11440,E0,E005,Y,화장실 : 건물내 화장실 24시간 이용가능,N,,N,,N,2024,1,F,채비
채비스테이 마포성산,CV004075,03,04,서울특별시 마포구 월드컵북로 137,"(성산동, 채비스테이 마포성산)",지상1층 주차장,37.565001,126.911488,24시간 이용가능,CV,채비,채비,1522-2573,2,20260923134546,20260923132742,20260923134516,,,100,동시,11,11440,E0,E005,Y,화장실 : 건물내 화장실 24시간 이용가능,N,,N,,N,2024,1,F,채비
채비스테이 마포성산,CV004075,04,04,서울특별시 마포구 월드컵북로 137,"(성산동, 채비스테이 마포성산)",지상1층 주차장,37.565001,126.911488,24시간 이용가능,CV,채비,채비,1522-2573,2,20260923025548,20260923022535,20260923025036,,,100,동시,11,11440,E0,E005,Y,화장실 : 건물내 화장실 24시간 이용가능,N,,N,,N,2024,1,F,채비
채비스테이 홍대,CV004090,01,04,서울특별시 마포구 양화로 85,"(서교동, 채비스테이 홍대)",지상1층 주차장,37.552269,126.917072,24시간 이용가능,CV,채비,채비,1522-2573,2,20260923065048,20260923064053,20260923064538,,,100,동시,11,11440,E0,E005,Y,주차료는 운영사 기준이며 실제와 다를 수 있습니다. 방문 전 확인바랍니다.,N,,N,,N,2024,1,F,채비
채비스테이 홍대,CV004090,02,04,서울특별시 마포구 양화로 85,"(서교동, 채비스테이 홍대)",지상1층 주차장,37.552269,126.917072,24시간 이용가능,CV,채비,채비,1522-2573,2,20260923102549,20260923100838,20260923102439,,,100,동시,11,11440,E0,E005,Y,주차료는 운영사 기준이며 실제와 다를 수 있습니다. 방문 전 확인바랍니다.,N,,N,,N,2024,1,F,채비
채비스테이 홍대,CV004090,03,04,서울특별시 마포구 양화로 85,"(서교동, 채비스테이 홍대)",지상1층 주차장,37.552269,126.917072,24시간 이용가능,CV,채비,채비,1522-2573,2,20260922212550,20260922204655,20260922212302,,,100,동시,11,11440,E0,E005,Y,주차료는 운영사 기준이며 실제와 다를 수 있습니다. 방문 전 확인바랍니다.,N,,N,,N,2024,1,F,채비
채비스테이 홍대,CV004090,04,04,서울특별시 마포구 양화로 85,"(서교동, 채비스테이 홍대)",지상1층 주차장,37.552269,126.917072,24시간 이용가능,CV,채비,채비,1522-2573,2,20260923094049,20260923090003,20260923093622,,,100,동시,11,11440,E0,E005,Y,주차료는 운영사 기준이며 실제와 다를 수 있습니다. 방문 전 확인바랍니다.,N,,N,,N,2024,1,F,채비
월드컵공원 주차장,CV004156,01,04,서울특별시 마포구 월드컵로 243-60,,지상1층 평화의공원주차장입구1 진입 주차장매표소 통과후 갈림길에서 우회전 우측 주차장,37.5635472,126.8987163,24시간 이용가능,CV,채비,채비,1522-2573,2,20260923105544,20260923103435,20260923105420,,,200,동시,11,11440,D0,D001,N,,N,,N,,N,2024,1,F,채비
월드컵공원 주차장,CV004156,02,04,서울특별시 마포구 월드컵로 243-60,,지상1층 평화의공원주차장입구1 진입 주차장매표소 통과후 갈림길에서 우회전 우측 주차장,37.5635472,126.8987163,24시간 이용가능,CV,채비,채비,1522-2573,2,20260923114550,20260923114953,20260923114953,,,200,동시,11,11440,D0,D001,N,,N,,N,,N,2024,1,F,채비
월드컵공원 주차장,CV004156,03,04,서울특별시 마포구 월드컵로 243-60,,지상1층 평화의공원주차장입구1 진입 주차장매표소 통과후 갈림길에서 우회전 우측 주차장,37.5635472,126.8987163,24시간 이용가능,CV,채비,채비,1522-2573,2,20260923130542,20260923123645,20260923130339,,,200,동시,11,11440,D0,D001,N,,N,,N,,N,2024,1,F,채비
월드컵공원 주차장,CV004156,04,04,서울특별시 마포구 월드컵로 243-60,,지상1층 평화의공원주차장입구1 진입 주차장매표소 통과후 갈림길에서 우회전 우측 주차장,37.5635472,126.8987163,24시간 이용가능,CV,채비,채비,1522-2573,2,20260923081547,20260923074252,20260923081040,,,200,동시,11,11440,D0,D001,N,,N,,N,,N,2024,1,F,채비
월드컵공원 주차장,CV004156,05,04,서울특별시 마포구 월드컵로 243-60,,지상1층 평화의공원주차장입구1 진입 주차장매표소 통과후 갈림길에서 우회전 우측 주차장,37.5635472,126.8987163,24시간 이용가능,CV,채비,채비,1522-2573,2,20260923133043,20260923130427,20260923132959,,,200,동시,11,11440,D0,D001,N,,N,,N,,N,2024,1,F,채비
월드컵공원 주차장,CV004156,06,04,서울특별시 마포구 월드컵로 243-60,,지상1층 평화의공원주차장입구1 진입 주차장매표소 통과후 갈림길에서 우회전 우측 주차장,37.5635472,126.8987163,24시간 이용가능,CV,채비,채비,1522-2573,2,20260923075549,20260923071101,20260923075202,,,200,동시,11,11440,D0,D001,N,,N,,N,,N,2024,1,F,채비
월드컵공원 주차장,CV004156,07,04,서울특별시 마포구 월드컵로 243-60,,지상1층 평화의공원주차장입구1 진입 주차장매표소 통과후 갈림길에서 우회전 우측 주차장,37.5635472,126.8987163,24시간 이용가능,CV,채비,채비,1522-2573,2,20260923133043,20260923125615,20260923132954,,,200,동시,11,11440,D0,D001,N,,N,,N,,N,2024,1,F,채비
월드컵공원 주차장,CV004156,08,04,서울특별시 마포구 월드컵로 243-60,,지상1층 평화의공원주차장입구1 진입 주차장매표소 통과후 갈림길에서 우회전 우측 주차장,37.5635472,126.8987163,24시간 이용가능,CV,채비,채비,1522-2573,2,20260923112549,20260923104408,20260923112207,,,200,동시,11,11440,D0,D001,N,,N,,N,,N,2024,1,F,채비
서울경제진흥원,CV004480,01,04,서울특별시 마포구 월드컵북로 400,"(상암동, 서울경제진흥원)",지하2층 엘리베이터 앞,37.580315,126.889538,24시간 이용가능,CV,채비,채비,1522-2573,3,20260923132015,20260923131819,20260923131817,20260923131819,,100,동시,11,11440,A0,A003,N,,N,,N,,N,2025,2,B,채비
서울경제진흥원,CV004480,02,04,서울특별시 마포구 월드컵북로 400,"(상암동, 서울경제진흥원)",지하2층 엘리베이터 앞,37.580315,126.889538,24시간 이용가능,CV,채비,채비,1522-2573,2,20260920181544,20260920174717,20260920181443,,,100,동시,11,11440,A0,A003,N,,N,,N,,N,2025,2,B,채비
양화진공영주차장,DO000058,01,06,서울특별시 마포구 토정로 2,,주차장 지상 2층,37.545576,126.911738,24시간 이용가능,DO,대한송유관공사,대한송유관공사,1522-7421,2,20260923082742,20260923082729,20260923082742,,,50,단독,11,11440,B0,B001,N,,N,,N,,N,2017,1,F,시그넷
공덕1-1 공영주차장,DO000059,01,06,서울특별시 마포구 효창목길 31,,주차장 4층,37.5473484,126.9610054,24시간 이용가능,DO,대한송유관공사,대한송유관공사,1522-7421,2,20260922194347,20260922191712,20260922194347,,,50,단독,11,11440,B0,B001,N,,N,,N,,N,2017,1,F,시그넷
마포 누리꿈스퀘어빌딩 급속충전소(스타코프),EP021300,01,04,"서울특별시 마포구 월드컵북로 396 (상암동, 누리꿈스퀘어)",,,37.579428342,126.8897829,24시간 이용가능,EP,이카플러그,이카플러그,031-778-6181,9,,,,,,50,단독,11,11440,G0,G004,Y,,N,,N,,N,2025,1,F,이카플러그
서울마포 LC타워,EV006436,01,06,서울특별시 마포구 양화로 186,지하4층 입구 좌측 엘리베이터 홀,지하4층 입구 좌측 엘리베이터 홀,37.5576685,126.9258931,24시간 이용가능,EV,에버온,에버온,1661-7766,2,20260922192810,20260922184752,20260922194343,,,50,단독,11,11440,H0,H001,N,외부인 사용불가,N,외부인 사용불가,N,,N,2022,4,B,스필
서울마포 수사마포청사,EV010079,01,04,서울특별시 마포구 마포대로4가길 33,지상1층 입구로부터 우측 40m 좌측 뒷편,지상1층 입구로부터 우측 40m 좌측 뒷편,37.5377912,126.9451468,24시간 이용가능,EV,에버온,에버온,1661-7766,2,20260923111707,20260923110232,20260923111612,,,100,동시,11,11440,A0,A003,Y,누구나 사용 가능,N,,N,,N,2023,1,F,PNE
서울마포 수사마포청사,EV010079,02,04,서울특별시 마포구 마포대로4가길 33,지상1층 입구로부터 우측 40m 좌측 뒷편,지상1층 입구로부터 우측 40m 좌측 뒷편,37.5377912,126.9451468,24시간 이용가능,EV,에버온,에버온,1661-7766,3,20260923115929,20260923093320,20260923093552,20260923115828,,100,동시,11,11440,A0,A003,Y,누구나 사용 가능,N,,N,,N,2023,1,F,PNE
서울마포 월드컵공원 난지중앙로,EV010080,01,04,서울특별시 마포구 월드컵로 243-60,지상1층 입구 좌측 하늘공원 입구 건너편,지상1층 입구 좌측 하늘공원 입구 건너편,37.5696851,126.8800727,24시간 이용가능,EV,에버온,에버온,1661-7766,2,20260923125614,20260923122421,20260923125531,,,100,동시,11,11440,B0,B001,Y,누구나 사용 가능,N,,N,,N,2023,1,F,PNE
서울마포 월드컵공원 난지중앙로,EV010080,02,04,서울특별시 마포구 월드컵로 243-60,지상1층 입구 좌측 하늘공원 입구 건너편,지상1층 입구 좌측 하늘공원 입구 건너편,37.5696851,126.8800727,24시간 이용가능,EV,에버온,에버온,1661-7766,2,20260923110457,20260923103819,20260923110431,,,100,동시,11,11440,B0,B001,Y,누구나 사용 가능,N,,N,,N,2023,1,F,PNE
서울마포 월드컵공원 난지삼거리주차장,EV010081,01,04,서울특별시 마포구 월드컵로 365,지상1층 출입구 진입 후 좌측 난지천공원 뒷편,지상1층 출입구 진입 후 좌측 난지천공원 뒷편,37.5711561,126.8873915,24시간 이용가능,EV,에버온,에버온,1661-7766,2,20260923034605,20260923025404,20260923034403,,,100,동시,11,11440,B0,B002,Y,누구나 사용 가능,N,,N,,N,2023,1,F,PNE
서울마포 월드컵공원 난지삼거리주차장,EV010081,02,04,서울특별시 마포구 월드컵로 365,지상1층 출입구 진입 후 좌측 난지천공원 뒷편,지상1층 출입구 진입 후 좌측 난지천공원 뒷편,37.5711561,126.8873915,24시간 이용가능,EV,에버온,에버온,1661-7766,2,20260923094201,20260923092510,20260923094020,,,100,동시,11,11440,B0,B002,Y,누구나 사용 가능,N,,N,,N,2023,1,F,PNE
서울마포 DDMC 1,EV013198,01,04,서울특별시 마포구 상암동 1610 디디엠씨(DDMC),1층 옥외주차장 (지하주차장 가는 길목),1층 옥외주차장 (지하주차장 가는 길목),37.5784545,126.8929164,24시간 이용가능,EV,에버온,에버온,1661-7766,3,20260923094804,20260923000403,20260923010655,20260923094626,,100,동시,11,11440,H0,H003,N,,N,,N,,N,2023,1,B,PNE
서울마포 DDMC 1,EV013198,02,04,서울특별시 마포구 상암동 1610 디디엠씨(DDMC),1층 옥외주차장 (지하주차장 가는 길목),1층 옥외주차장 (지하주차장 가는 길목),37.5784545,126.8929164,24시간 이용가능,EV,에버온,에버온,1661-7766,3,20260923140300,20260923102624,20260923112738,20260923140229,,100,동시,11,11440,H0,H003,N,,N,,N,,N,2023,1,B,PNE
마포 소금나루도서관 E-pit,HD000019,01,04,서울특별시 마포구 숭문길 72,마포소금나루도서관 지하2층,마포소금나루도서관 공영주차장 지하 1층 (우측 방면),37.5495102,126.9460659,24시간 이용가능,HD,현대자동차,현대자동차,1566-8387,2,20260921174900,20260921173055,20260921174849,,,260,단독,11,11440,I0,I005,N,,N,어댑터 사용 불가,N,,N,2022,1,B,채비
마포 소금나루도서관 E-pit,HD000019,02,04,서울특별시 마포구 숭문길 72,마포소금나루도서관 지하2층,마포소금나루도서관 공영주차장 지하 1층 (우측 방면),37.5495102,126.9460659,24시간 이용가능,HD,현대자동차,현대자동차,1566-8387,2,20260923130400,20260923124343,20260923130327,,,260,단독,11,11440,I0,I005,N,,N,어댑터 사용 불가,N,,N,2022,1,B,채비
마포 소금나루도서관 E-pit,HD000019,03,04,서울특별시 마포구 숭문길 72,마포소금나루도서관 지하2층,마포소금나루도서관 공영주차장 지하 1층 (우측 방면),37.5495102,126.9460659,24시간 이용가능,HD,현대자동차,현대자동차,1566-8387,2,20260923135600,20260923134315,20260923135558,,,260,단독,11,11440,I0,I005,N,,N,어댑터 사용 불가,N,,N,2022,1,B,채비
마포 소금나루도서관 E-pit,HD000019,04,04,서울특별시 마포구 숭문길 72,마포소금나루도서관 지하2층,마포소금나루도서관 공영주차장 지하 1층 (우측 방면),37.5495102,126.9460659,24시간 이용가능,HD,현대자동차,현대자동차,1566-8387,2,20260923131200,20260923124034,20260923131129,,,260,단독,11,11440,I0,I005,N,,N,어댑터 사용 불가,N,,N,2022,1,B,채비
DMC 첨단센터,HE000424,01,06,서울특별시 마포구 성암로,,,37.585061,126.886012,24시간 이용가능,HE,한국전기차충전서비스,한국전기차충전서비스,1522-1782,2,20260921124500,20260921120300,20260921124500,,,50,단독,11,11440,H0,H003,Y,,N,,N,,N,2018,1,F,중앙제어
마포유수지공영주차장,HE240192,01,04,서울특별시 마포구 마포대로1길 9,,,37.538742027,126.94351081,24시간 이용가능,HE,한국전기차충전서비스,한국전기차충전서비스,1522-1782,2,20260922205000,20260921162253,20260921165020,,,200,동시,11,11440,B0,B001,Y,,N,,N,,Y,2024,1,F,중앙제어
마포유수지공영주차장,HE240192,02,04,서울특별시 마포구 마포대로1길 9,,,37.538742027,126.94351081,24시간 이용가능,HE,한국전기차충전서비스,한국전기차충전서비스,1522-1782,2,20260922205000,20260922190611,20260922195307,,,200,동시,11,11440,B0,B001,Y,,N,,N,,Y,2024,1,F,중앙제어
마포유수지공영주차장,HE240192,03,04,서울특별시 마포구 마포대로1길 9,,,37.538742027,126.94351081,24시간 이용가능,HE,한국전기차충전서비스,한국전기차충전서비스,1522-1782,2,20260923112000,20260923091920,20260923094021,,,200,동시,11,11440,B0,B001,Y,,N,,N,,Y,2024,1,F,중앙제어
마포유수지공영주차장,HE240192,04,04,서울특별시 마포구 마포대로1길 9,,,37.538742027,126.94351081,24시간 이용가능,HE,한국전기차충전서비스,한국전기차충전서비스,1522-1782,2,20260923112300,20260923103600,20260923112300,,,200,동시,11,11440,B0,B001,Y,,N,,N,,Y,2024,1,F,중앙제어
마포유수지공영주차장,HE240192,05,04,서울특별시 마포구 마포대로1길 9,,,37.538742027,126.94351081,24시간 이용가능,HE,한국전기차충전서비스,한국전기차충전서비스,1522-1782,2,20260922141800,20260922133200,20260922141800,,,200,동시,11,11440,B0,B001,Y,,N,,N,,Y,2024,1,F,중앙제어
마포유수지공영주차장,HE240192,06,04,서울특별시 마포구 마포대로1길 9,,,37.538742027,126.94351081,24시간 이용가능,HE,한국전기차충전서비스,한국전기차충전서비스,1522-1782,2,20260923112300,20260923102700,20260923112300,,,200,동시,11,11440,B0,B001,Y,,N,,N,,Y,2024,1,F,중앙제어
_루프스테이션 홍대,HM100003,01,05,서울특별시 마포구 월드컵북로5길 41,,,37.5562309,126.9168351,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260923030220,20260921144818,20260921151756,,,50,단독,11,11440,H0,H003,N,,N,,N,,N,2023,3,B,휴맥스이브이
한국교통안전공단 성산자동차검사소,HY000411,01,04,서울특별시 마포구 월드컵로 220,한국교통안전공단 성산자동차검사소,검사소내 주차장,37.567334,126.900669,24시간 이용가능,HY,현대엔지니어링,현대엔지니어링,-,2,20260923114304,20260923112124,20260923114231,,,100,동시,11,11440,A0,A003,N,,N,,N,,N,2023,1,F,시그넷
한국교통안전공단 성산자동차검사소,HY000411,02,04,서울특별시 마포구 월드컵로 220,한국교통안전공단 성산자동차검사소,검사소내 주차장,37.567334,126.900669,24시간 이용가능,HY,현대엔지니어링,현대엔지니어링,-,2,20260922214405,20260922214313,20260922214313,,,100,동시,11,11440,A0,A003,N,,N,,N,,N,2023,1,F,시그넷
한국교통안전공단 상암자동차검사소,HY000412,01,04,서울특별시 마포구 구룡길 15,한국교통안전공단 상암자동차검사소,검사소내 주차장,37.586489,126.883925,24시간 이용가능,HY,현대엔지니어링,현대엔지니어링,-,2,20260922141104,20260922102340,20260922103815,,,100,동시,11,11440,A0,A003,N,,N,,N,,N,2023,1,F,시그넷
